Date,Open,High,Low,Close
2013-01-02,63.34,63.693000000000005,63.067,63.518
2013-01-03,63.468999999999994,63.665,63.145,63.32
2013-01-04,63.468999999999994,64.141,63.203,63.881
2013-01-07,63.821000000000005,64.425,63.596000000000004,64.378
2013-01-08,64.425,64.475,63.851000000000006,63.978
2013-01-09,64.425,66.206,64.2,66.187
2013-01-10,66.361,66.45,65.413,65.999
2013-01-11,65.873,66.187,65.803,66.009
2013-01-14,66.108,66.292,65.649,66.01899999999999
2013-01-15,65.61,66.332,65.472,66.197
2013-01-16,66.118,66.252,65.745,66.17699999999999
2013-01-17,66.45,67.512,66.361,67.358
2013-01-18,67.67,67.868,67.211,67.819
2013-01-22,67.531,68.199,67.503,68.09100000000001
2013-01-23,67.926,68.334,67.73899999999999,68.209
2013-01-24,68.219,68.686,67.906,68.17
2013-01-25,68.382,69.625,68.09100000000001,69.585
2013-01-28,69.714,69.861,68.804,69.137
2013-01-29,69.25399999999999,69.273,68.54,68.814
2013-01-30,68.874,69.956,68.53,68.785
2013-01-31,68.941,70.828,68.41199999999999,70.495
2013-02-01,71.893,74.061,71.138,73.074
2013-02-04,72.469,72.684,70.319,70.789
2013-02-05,71.22800000000001,73.093,71.09,73.083
2013-02-06,72.568,72.568,71.903,72.145
2013-02-07,72.154,72.322,71.384,72.125
2013-02-08,72.233,72.919,72.184,72.889
2013-02-11,72.869,73.093,72.145,73.044
2013-02-12,73.03399999999999,73.252,72.48899999999999,72.87899999999999
2013-02-13,73.083,73.631,72.939,73.387
2013-02-14,73.113,73.321,72.782,73.173
2013-02-15,73.133,73.143,72.30199999999999,72.733
2013-02-19,72.64399999999999,73.339,72.528,73.291
2013-02-20,72.262,72.64399999999999,70.934,70.982
2013-02-21,70.847,70.953,70.083,70.446
2013-02-22,70.721,71.316,70.42699999999999,71.286
2013-02-25,71.62899999999999,71.815,69.96600000000001,69.96600000000001
2013-02-26,70.711,71.873,70.524,71.57
2013-02-27,71.208,72.80199999999999,71.051,72.558
2013-02-28,72.723,73.183,72.08800000000001,72.116
2013-03-01,71.609,73.153,71.208,73.074
2013-03-04,72.605,73.622,72.479,73.612
2013-03-05,73.89399999999999,74.753,73.681,74.685
2013-03-06,74.941,75.058,74.646,74.921
2013-03-07,75.176,75.185,74.42399999999999,74.743
2013-03-08,75.108,75.35300000000001,74.6,75.28399999999999
2013-03-11,75.185,75.459,74.822,75.459
2013-03-12,75.32300000000001,76.074,75.195,75.928
2013-03-13,75.889,76.11399999999999,74.206,75.99600000000001
2013-03-14,76.084,76.124,75.703,75.732
2013-03-15,75.166,75.811,74.77,75.536
2013-03-18,74.87,75.536,74.48899999999999,75.194
2013-03-19,75.585,76.025,75.214,75.791
2013-03-20,76.39699999999999,76.407,75.742,75.94800000000001
