Date,Open,High,Low,Close
2011-01-03,17.198,17.198,17.019000000000002,17.048
2011-01-04,17.133,17.256,16.235,16.907
2011-01-05,16.782,17.01,16.480999999999998,16.887
2011-01-06,16.820999999999998,16.820999999999998,16.187,16.187
2011-01-07,16.378,16.435,15.677999999999999,15.998
2011-01-10,15.677999999999999,15.677999999999999,15.28,15.470999999999998
2011-01-11,15.62,16.027,15.573,15.839
2011-01-12,16.225,16.435,15.970999999999998,16.435
2011-01-13,16.445,16.678,15.960999999999999,16.254
2011-01-14,16.139,16.528,15.989,16.528
2011-01-18,16.464000000000002,16.464000000000002,16.197,16.33
2011-01-19,16.262999999999998,16.369,15.933,16.092
2011-01-20,15.894,15.894,15.544,15.783
2011-01-21,16.008,16.008,15.404000000000002,15.423
2011-01-24,15.356,15.64,15.318,15.554
2011-01-25,15.28,15.592,15.270999999999999,15.573
2011-01-26,15.64,16.225,15.62,16.215999999999998
2011-01-27,16.235,16.311,15.687000000000001,15.894
2011-01-28,15.83,15.952,15.677999999999999,15.735
2011-01-31,15.742,15.809000000000001,15.597000000000001,15.645
2011-02-01,15.83,16.046,15.83,16.046
2011-02-02,16.082,16.082,15.904000000000002,16.082
2011-02-03,16.055999999999997,16.092,15.933,16.055999999999997
2011-02-04,16.282,16.480999999999998,16.206,16.480999999999998
2011-02-07,16.594,17.01,16.575,16.575
2011-02-08,16.678,16.83,16.387999999999998,16.726
2011-02-09,16.613,16.613,16.046,16.082
2011-02-10,15.96,16.447,15.684000000000001,16.37
2011-02-11,16.254,16.491,16.254,16.369
2011-02-14,16.528,16.954,16.5,16.698
2011-02-15,16.773,16.84,16.480999999999998,16.51
2011-02-16,16.5,16.755,16.491,16.491
2011-02-17,16.575,16.575,16.225,16.397000000000002
2011-02-18,16.426,16.426,15.998,16.225
2011-02-22,15.885,16.178,15.270999999999999,15.270999999999999
2011-02-23,15.270999999999999,15.470999999999998,15.054,15.262
2011-02-24,15.262,15.735,15.224,15.64
2011-02-25,15.798,16.12,15.607000000000001,15.997
2011-02-28,16.255,16.502,16.158,16.331
2011-03-01,16.549,16.605999999999998,16.235,16.418
2011-03-02,16.331,16.351,16.064,16.255
2011-03-03,16.226,16.283,16.035999999999998,16.283
2011-03-04,16.483,16.549,16.37,16.502
2011-03-07,16.51,16.51,16.262999999999998,16.302
2011-03-08,16.187,16.643,16.017,16.643
2011-03-09,16.312,16.379,16.13,16.274
2011-03-10,15.597999999999999,16.007,14.685,15.722999999999999
2011-03-11,15.237,15.588,15.237,15.457
2011-03-14,15.37,15.37,14.933,15.198
2011-03-15,14.665999999999999,15.179,14.495,15.17
2011-03-16,15.255999999999998,15.360999999999999,14.647,14.685
2011-03-17,15.047,15.293,15.047,15.237
2011-03-18,15.37,15.665,15.302999999999999,15.302999999999999
2011-03-21,15.597999999999999,15.675,15.389000000000001,15.55
2011-03-22,15.579,15.684000000000001,15.275,15.341
2011-03-23,15.427999999999999,15.645999999999999,15.332,15.579
2011-03-24,15.732000000000001,15.732000000000001,15.409,15.503
2011-03-25,15.54,15.597999999999999,15.312999999999999,15.322000000000001
