Date,Open,High,Low,Close
2011-01-03,14.037,14.29,13.868,14.25
2011-01-04,14.29,14.322000000000001,13.852,14.1
2011-01-05,14.044,14.322000000000001,14.012,14.139000000000001
2011-01-06,14.115,14.177999999999999,13.915,13.942
2011-01-07,14.012,14.177999999999999,13.852,14.075
2011-01-10,14.037,14.331,13.9,14.235
2011-01-11,14.280999999999999,14.322000000000001,14.130999999999998,14.235
2011-01-12,14.331,14.376,14.244000000000002,14.356
2011-01-13,14.331,14.385,14.244000000000002,14.385
2011-01-14,14.504000000000001,14.774000000000001,14.459000000000001,14.61
2011-01-18,14.578,14.704,14.489,14.513
2011-01-19,14.539000000000001,14.552999999999999,14.409,14.513
2011-01-20,14.418,14.761,14.401,14.704
2011-01-21,14.800999999999998,15.008,14.722000000000001,14.96
2011-01-24,14.950999999999999,15.112,14.905,15.0
2011-01-25,14.912,15.134,14.849,15.134
2011-01-26,15.152000000000001,15.397,15.112,15.279000000000002
2011-01-27,15.325999999999999,15.565999999999999,15.295,15.462
2011-01-28,15.39,15.485,15.142999999999999,15.152000000000001
2011-01-31,15.257,15.314,15.134,15.314
2011-02-01,15.397,15.572000000000001,15.215,15.405
2011-02-02,15.357999999999999,15.628,15.357999999999999,15.542
2011-02-03,15.499,15.652999999999999,15.437000000000001,15.565
2011-02-04,15.534,15.589,15.357999999999999,15.550999999999998
2011-02-07,15.534,15.829,15.517999999999999,15.73
2011-02-08,15.693,15.823,15.509,15.612
2011-02-09,15.542,15.645,15.462,15.581
2011-02-10,15.517000000000001,15.675999999999998,15.475999999999999,15.668
2011-02-11,15.605,15.787,15.581,15.73
2011-02-14,15.709000000000001,15.797,15.636,15.684000000000001
2011-02-15,15.302,15.636,15.199000000000002,15.286
2011-02-16,15.318,15.517999999999999,15.175,15.286
2011-02-18,15.499,15.525,15.34,15.452
2011-02-22,15.357999999999999,15.526,15.088,15.152000000000001
2011-02-23,15.134,15.31,14.817,14.84
2011-02-24,14.81,15.0,14.655999999999999,14.96
2011-02-25,14.979000000000001,15.243,14.955,15.235
2011-02-28,15.277999999999999,15.785,15.262,15.728
