Date,Open,High,Low,Close
2015-01-02,23.555999999999997,23.819000000000003,23.322,23.516
2015-01-05,23.354,23.497,23.043000000000003,23.059
2015-01-06,22.989,23.389,22.969,23.006
2015-01-07,23.169,23.398000000000003,22.915,22.959
2015-01-08,23.033,23.525,23.033,23.516
2015-01-09,23.398000000000003,23.516,22.979,23.014
2015-01-12,23.023000000000003,23.1,22.778000000000002,22.941
2015-01-13,23.025,23.348000000000003,22.820999999999998,22.943
2015-01-14,22.548000000000002,22.575,21.546999999999997,22.203000000000003
2015-01-15,22.066,22.284000000000002,21.695,22.146
2015-01-16,22.009,22.037,21.79,21.873
2015-01-20,21.781999999999996,21.809,21.124000000000002,21.273000000000003
2015-01-21,21.194000000000003,21.379,20.795,21.069000000000003
2015-01-22,21.159000000000002,21.244,20.99,21.166999999999998
2015-01-23,21.194000000000003,21.201999999999998,20.73,20.779
2015-01-26,20.73,20.980999999999998,20.618000000000002,20.694000000000003
2015-01-27,20.647,21.105,20.391,21.078000000000003
2015-01-28,21.142,21.142,20.636999999999997,20.656999999999996
2015-01-29,20.666,20.73,20.282,20.628
2015-01-30,20.346,20.73,20.236,20.355999999999998
2015-02-02,20.473,20.839000000000002,20.366,20.739
2015-02-03,20.903000000000002,21.177,20.754,21.035
2015-02-04,21.0,21.053,20.73,20.886
2015-02-05,20.980999999999998,21.415,20.975,21.177
2015-02-06,21.237,21.237,20.73,20.839000000000002
2015-02-09,20.868000000000002,20.980999999999998,20.647,20.779
2015-02-10,20.839000000000002,20.877,20.543000000000003,20.83
2015-02-11,20.796999999999997,20.923000000000002,20.586,20.677
2015-02-12,20.807,21.070999999999998,20.774,21.011
2015-02-13,21.002,21.247,20.951999999999998,21.125999999999998
2015-02-17,21.221,21.322,21.055,21.179000000000002
2015-02-18,21.064,21.247,20.933000000000003,21.064
2015-02-19,20.904,20.991999999999997,20.86,20.913
2015-02-20,20.896,20.982,20.826,20.87
2015-02-23,20.764,20.879,20.721999999999998,20.826
2015-02-24,20.78,20.943,20.428,20.85
2015-02-25,20.896,21.011,20.619,20.748
2015-02-26,20.638,20.807,20.401,20.438
2015-02-27,20.473,20.648000000000003,20.41,20.502
2015-03-02,20.491999999999997,20.593000000000004,20.252,20.366
2015-03-03,20.41,20.473,20.33,20.382
2015-03-04,20.305,20.695,20.226,20.638
2015-03-05,20.629,20.695,20.373,20.464000000000002
2015-03-06,20.271,20.339000000000002,20.111,20.261
2015-03-09,20.235,20.261,20.082,20.179000000000002
2015-03-10,20.014,20.13,19.835,20.014
2015-03-11,20.003,20.049,19.861,20.003
2015-03-12,20.119,20.297,20.039,20.129
2015-03-13,20.081,20.188,19.772000000000002,19.993
2015-03-16,20.021,20.281,19.95,20.11
2015-03-17,20.021,20.162,19.933,20.055999999999997
2015-03-18,20.031,20.305,19.879,20.281
2015-03-19,20.129,20.226,19.933,19.942
2015-03-20,20.137,20.439,20.072,20.154
2015-03-23,20.226,20.235,20.049,20.179000000000002
2015-03-24,20.197,20.535999999999998,20.137,20.519000000000002
2015-03-25,20.603,20.603,20.145,20.207
2015-03-26,20.252,20.429000000000002,20.1,20.366
2015-03-27,20.339000000000002,20.503,19.967,20.065
2015-03-30,20.012999999999998,20.252,19.967,20.012999999999998
2015-03-31,19.861,19.942,19.648,19.897000000000002
2015-04-01,19.799,19.914,19.61,19.791
2015-04-02,19.809,20.261,19.809,20.244
2015-04-06,20.339000000000002,20.741,20.305,20.421
2015-04-07,20.339000000000002,20.543000000000003,20.33,20.373
2015-04-08,20.552,20.843000000000004,20.513,20.543000000000003
2015-04-09,20.535999999999998,20.82,20.513,20.579
2015-04-10,20.65,20.724,20.552,20.669
2015-04-13,20.678,20.74,20.311,20.455
2015-04-14,20.168,20.399,19.804000000000002,20.035
2015-04-15,20.027,20.061,19.368,19.671
2015-04-16,19.706,20.045,19.582,19.989
2015-04-17,20.009,20.054000000000002,19.837,19.971
2015-04-20,20.054000000000002,20.143,19.866,19.883
2015-04-21,19.928,20.035,19.855999999999998,19.919
2015-04-22,19.989,20.045,19.823,19.901
2015-04-23,19.910999999999998,20.287,19.823,20.159000000000002
2015-04-24,20.194000000000003,20.258,20.097,20.241
2015-04-27,20.319000000000003,20.445999999999998,20.25,20.409000000000002
2015-04-28,20.399,20.63,20.278,20.524
2015-04-29,20.491,20.678,20.463,20.55
2015-04-30,20.371,20.569000000000003,20.241,20.352999999999998
2015-05-01,20.343,20.343,20.143,20.278
2015-05-04,20.336,20.38,20.304000000000002,20.363
2015-05-05,20.38,20.389,20.054000000000002,20.105999999999998
2015-05-06,20.069000000000003,20.311,20.027,20.268
2015-05-07,20.194000000000003,20.232,20.009,20.078
2015-05-08,20.304000000000002,20.336,20.133,20.232
2015-05-11,20.213,20.268,19.919,20.009
2015-05-12,19.999000000000002,20.204,19.928,20.017
2015-05-13,20.096,20.158,19.784000000000002,19.926
2015-05-14,20.026,20.096,19.864,19.909000000000002
2015-05-15,19.899,20.053,19.812,20.026
2015-05-18,19.953,19.953,19.820999999999998,19.836
2015-05-19,19.764,19.891,19.551,19.668
2015-05-20,19.694000000000003,20.034000000000002,19.677,19.926
2015-05-21,19.962,20.352999999999998,19.836,20.294
2015-05-22,20.232,20.232,20.008,20.053
2015-05-26,19.962,19.979,19.694000000000003,19.864
2015-05-27,19.829,20.026,19.72,19.774
